설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
청리면 보건지소	대기실	경상북도	상주시	관공서	LGU		Dec-13	경상북도 상주시 청리면 남상주로 1163	경상북도 상주시 청리면 월로리 661-1	경상북도 상주시청	054-537-7082	36.3397774	128.1319272	2015-09-30
함창읍 보건지소	대기실	경상북도	상주시	관공서	LGU		Dec-13	경상북도 상주시 함창읍 함창중앙로 130	경상북도 상주시 함창읍 구향리 203-1	경상북도 상주시청	054-537-7082	36.5691024	128.1784382	2015-09-30
함안군 농업기술센터	건물 내	경상남도	함안군	편의시설	LGU	Public WiFi Free	Dec-14	경상남도 함안군 가야읍 함안대로 755	경상남도 함안군 가야읍 산서리 684-513	함안군	055-580-2114	35.293065	128.3985135	2016-09-13
함안노인복지회관	건물 내	경상남도	함안군	편의시설	LGU	Public WiFi Free	Dec-14	경상남도 함안군 가야읍 중앙남길 67	경상남도 함안군 가야읍 말산리 100	함안군	055-580-2114	35.2757186	128.410266	2016-09-13
화남면 보건지소	대기실	경상북도	상주시	관공서	LGU		Dec-13	경상북도 상주시 화남면 영남제일로 4627	경상북도 상주시 화남면 평온리 162-8	경상북도 상주시청	054-537-7082	36.4476906	127.9060238	2015-09-30
화북면 보건지소	대기실	경상북도	상주시	관공서	LGU		Dec-13	경상북도 상주시 화북면 문장로 1685	경상북도 상주시 화북면 용유리 350-20	경상북도 상주시청	054-537-7082	36.5593337	127.9204549	2015-09-30
송강재래시장	시장 내	대전광역시	유성구	기타	LGU				대전광역시 유성구 송강동 49-10	대전광역시 유성구청	042-611-2183	36.4351311	127.3866591	2016-07-28
남원동 주민센터	민원실	경상북도	상주시	관공서	LGU		Dec-14	경상북도 상주시 중앙로 132	경상북도 상주시 낙양동 11-3	경상북도 상주시청	054-537-7082	36.4155304	128.152584	2015-09-30
북문동 주민센터	민원실	경상북도	상주시	관공서	LGU		Dec-14	경상북도 상주시 북천로 63	경상북도 상주시 만산동 677-30	경상북도 상주시청	054-537-7082	36.4289219	128.1578273	2015-09-30
계림동 주민센터	민원실	경상북도	상주시	관공서	LGU		Dec-14	경상북도 상주시 냉림1길 50	경상북도 상주시 냉림동 705-19	경상북도 상주시청	054-537-7082	36.422093	128.164288	2015-09-30
동문동 주민센터	민원실	경상북도	상주시	관공서	LGU		Dec-14	경상북도 상주시 복룡2길 23	경상북도 상주시 복룡동 288-3	경상북도 상주시청	054-537-7082	36.417306	128.1691306	2015-09-30
동성동 주민센터	민원실	경상북도	상주시	관공서	LGU		Dec-14	경상북도 상주시 성동새싹길 42	경상북도 상주시 성동동 120-1	경상북도 상주시청	054-537-7082	36.4152715	128.1697657	2015-09-30
대구장애인종합복지관	휴게실	대구광역시	수성구	서민·복지시설	LGU		Dec-13	대구광역시 수성구 파동로51길 26-17(파동)	대구광역시 수성구 파동 1-1	대구광역시 수성구청	053-666-2474	35.826319	128.60706	2015-09-23
애활원	휴게실	대구광역시	수성구	서민·복지시설	LGU		Dec-13	대구광역시 수성구 파동로51길 74(파동)	대구광역시 수성구 파동 13-5	대구광역시 수성구청	053-666-2474	35.823076	128.608629	2015-09-23
황금시장	시장 입구	대구광역시	수성구	서민·복지시설	LGU		Dec-13	대구광역시 수성구 희망로 201(황금동)	대구광역시 수성구 황금2동 764	대구광역시 수성구청	053-666-2474	35.846844	128.620966	2015-09-23
노인종합복지회관	휴게실	대구광역시	수성구	서민·복지시설	LGU		Dec-13	대구광역시 수성구 청수로35길 47(황금동)	대구광역시 수성구 황금동 478-4	대구광역시 수성구청	053-666-2474	35.841452	128.629901	2015-09-23
보건소 고산분소	민원실	대구광역시	수성구	서민·복지시설	LGU		Dec-14	대구광역시 수성구 달구벌대로 3166-1(노변동)	대구광역시 수성구 노변동 26-4	대구광역시 수성구청	053-666-2474	35.840969	128.702949	2015-09-23
수성현대시장	시장 입구	대구광역시	수성구	서민·복지시설	LGU		Dec-14	대구광역시 수성구 신천동로 280(수성동1가)	대구광역시 수성구 수성동1가 649-76	대구광역시 수성구청	053-666-2474	35.849512	128.609412	2015-09-23
다문화가족센터	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 관평동 767	대전광역시 유성구청	042-611-2183	36.4264701	127.3944401	2016-07-28
동화울 수변공원	센터 내 1층	대전광역시	유성구	지역문화시설	LGU				대전광역시 유성구 관평동 771	대전광역시 유성구청	042-611-2183	36.4246031	127.3942911	2016-07-28
노은농수산물도매시장	민원실	대전광역시	유성구	기타	LGU				대전광역시 유성구 노은동 566	대전광역시 유성구청	042-611-2183	36.3651201	127.3202621	2016-07-28
구즉보건지소	민원실	대전광역시	유성구	관공서	LGU				대전광역시 유성구 봉산동 813-1	대전광역시 유성구청	042-611-2183	36.4404001	127.3833951	2016-07-28
선운산유스호스텔	"1,2,3층"	전라북도	고창군	관광	LGU	Public Wifi FREE	2013-11-30	전라북도 고창군 아산면 선운사로 158-36	전라북도 고창군 아산면 삼인리 334	선운산유스호스텔	063-560-2338	35.503203	126.583037	2016-10-26
군민복지회관	1층 로비	전라북도	고창군	서민·복지시설	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 고창읍  월곡14길 19	전라북도 고창군 고창읍 월곡리 620	군민복지회관	063-560-8087	35.437477	126.713096	2016-10-26
고수면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 고수면 고인돌대로 1412	전라북도 고창군 고수면 봉산리 359-5	고수면사무소	063-560-8151	35.409887	126.678707	2016-10-26
아산면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 아산면 녹두로 786	전라북도 고창군 아산면 하갑리 190-2	아산면사무소	063-560-8181	35.439762	126.634935	2016-10-26
무장면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 무장면 녹두로 8	전라북도 고창군 무장면 성내리 75	무장면사무소	063-560-8212	35.419244	126.560852	2016-10-26
유성구 노인복지관	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 신성동 372번지	대전광역시 유성구청	042-611-2183	36.3847431	127.3439811	2016-07-28
대전시립 장애인종합복지관	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 용계동 319-1	대전광역시 유성구청	042-611-2183	36.3213721	127.3210561	2016-07-28
성세재활자립원	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 용계동 319-1	대전광역시 유성구청	042-611-2183	36.3213721	127.3210561	2016-07-28
성세시온의집	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 용계동 319-3	대전광역시 유성구청	042-611-2183	36.3218921	127.3224931	2016-07-28
진잠보건지소	민원실	대전광역시	유성구	관공서	LGU				대전광역시 유성구 원내동 90-12	대전광역시 유성구청	042-611-2183	36.3014021	127.3196651	2016-07-28
봉명꿈지역아동센터	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 봉명동 558-10	대전광역시 유성구청	042-611-2183	36.3503301	127.3397611	2016-07-28
사랑빛지역아동센터	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 전민동 360-14	대전광역시 유성구청	042-611-2183	36.3971781	127.4004921	2016-07-28
송강지역아동센터	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 송강동 49-4	대전광역시 유성구청	042-611-2183	36.4350411	127.3872471	2016-07-28
송강테크노지역아동센터	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 송강동 171	대전광역시 유성구청	042-611-2183	36.4320051	127.3809361	2016-07-28
중앙지역아동센터	센터 내 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 신성동 150-12	대전광역시 유성구청	042-611-2183	36.3883111	127.3525671	2016-07-28
인애자립생활관	생활관 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 신성동 145-10	대전광역시 유성구청	042-611-2183	36.3894471	127.3525181	2016-07-28
노인보호전문기관	지하 1층	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 도룡동 383-18 부선빌딩 지하1층	대전광역시 유성구청	042-611-2183	36.3871231	127.3788991	2016-07-28
금성행복경로당	경로당입구	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 신성동 206	대전광역시 유성구청	042-611-2183	36.3871451	127.3484111	2016-07-28
노은역 광장(동편)	"광장, 지하매장, 지하철입구"	대전광역시	유성구	기타	LGU				대전광역시 유성구 지족동 962	대전광역시 유성구청	042-611-2183	36.3748001	127.3224141	2016-07-28
어은동 경로당	경로당입구	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 어은동 108	대전광역시 유성구청	042-611-2183	36.3626301	127.3553581	2016-07-28
전민동 제1경로당	"큰방, 작은방"	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 전민동 369-1	대전광역시 유성구청	042-611-2183	36.3977201	127.4032021	2016-07-28
전민동 제2경로당	방	대전광역시	유성구	서민·복지시설	LGU				대전광역시 유성구 전민동 346-6	대전광역시 유성구청	042-611-2183	36.3983121	127.4011331	2016-07-28
"구즉체육관(1층,2층)"	"1층 , 2층 천장"	대전광역시	유성구	기타	LGU				대전광역시 유성구 송강동 9	대전광역시 유성구청	042-611-2183	36.4349801	127.3840941	2016-07-28
"진잠체육관(1층,2층)"	"1층 , 2층 천장"	대전광역시	유성구	기타	LGU				대전광역시 유성구 원내동 358	대전광역시 유성구청	042-611-2183	36.2949841	127.3206111	2016-07-28
장대동공영주차장	주차장1층 천장	대전광역시	유성구	교통시설	LGU				대전광역시 유성구 장대동 263-4	대전광역시 유성구청	042-611-2183	36.3599631	127.3318461	2016-07-28
공음면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 공음면 공음길 35	전라북도 고창군 공음면 칠암리 556-2	공음면사무소	063-560-8242	35.377642	126.511352	2016-10-26
상하면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 상하면 상하로 84-11	전라북도 고창군 상하면 하장리 890	상하면사무소	063-560-8271	35.444468	126.495177	2016-10-26
해리면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 해리면 청해2길 38	전라북도 고창군 해리면 하련리 222	해리면사무소	063-560-8303	35.460752	126.539011	2016-10-26
성송면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 성송면 대성로 770	전라북도 고창군 성송면 판정리 52-15	성송면사무소	063-560-8331	35.364193	126.646602	2016-10-26
대산면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 대산면 대성로 273	전라북도 고창군 대산면 매산리 1072	대산면사무소	063-560-8361	35.341186	126.603476	2016-10-26
심원면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 심원면 심원로 211	전라북도 고창군 심원면 월산리 779-1	심원면사무소	063-560-8392	35.524206	126.551041	2016-10-26
흥덕면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 흥덕면 문화2길 27	전라북도 고창군 흥덕면 동사리 437-71	흥덕면사무소	063-560-8424	35.517696	126.703509	2016-10-26
성내면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 성내면 시기2길 6	전라북도 고창군 성내면 양계리 472	성내면사무소	063-560-8452	35.537965	126.743416	2016-10-26
신림면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 신림면 신림로 136	전라북도 고창군 신림면 무림리 309-10	신림면사무소	063-560-8481	35.489103	126.712361	2016-10-26
부안면사무소	민원실	전라북도	고창군	관공서	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 부안면 인촌로 1246	전라북도 고창군 부안면 중흥리 167	부안면사무소	063-560-8512	35.514252	126.674151	2016-10-26
흥덕공용버스터미널	대합실	전라북도	고창군	교통시설	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 흥덕면 선운대로 3722	전라북도 고창군 흥덕면 흥덕리 556	흥덕공용버스터미널	063-560-2338	35.5186	126.699385	2016-10-26
효성2동	민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 아나지로 162		인천광역시 계양구청	032-450-6781	37.525063	126.709802	2016-06-07
고창전통(상설)시장	시장 사거리 주변	전라북도	고창군	서민·복지시설	LGU	Public Wifi FREE	2013-11-30	전라북도 고창군 고창읍 동리로 62-11	전라북도 고창군 고창읍 읍내리 367	고창전통(상설)시장	063-560-2338	35.432551	126.698597	2016-10-26
여성회관	1층 로비	전라북도	고창군	서민·복지시설	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 고창읍 월곡공원1길 36	전라북도 고창군 고창읍 월곡리 619	여성회관	063-560-2338	35.438084	126.712789	2016-10-26
고창군청소년수련관	1층 로비	전라북도	고창군	지역문화시설	LGU	Public Wifi FREE	2013-11-30	전라북도 고창군 고창읍 운동장길 36	전라북도 고창군 고창읍 월암리 316	고창군청소년수련관	063-560-2338	35.432568	126.724618	2016-10-26
청소년문화센터	1층 로비	전라북도	고창군	서민·복지시설	LGU	Public Wifi FREE	2014-11-30	전라북도 고창군 고창읍 중앙로 292	전라북도 고창군 고창읍 교촌리 55-2	청소년문화센터	063-560-2338	35.435371	126.706893	2016-10-26
흥덕청소년문화의집	"1,2층"	전라북도	고창군	서민·복지시설	LGU	Public Wifi FREE	2013-11-30	전라북도 고창군 흥덕면 선운대로 3774	전라북도 고창군 흥덕면 흥덕리 63	흥덕청소년문화의집	063-560-2338	35.520793	126.703174	2016-10-26
성내청소년문화의집	1층 로비	전라북도	고창군	서민·복지시설	LGU	Public Wifi FREE	2013-11-30	전라북도 고창군 성내면 시기2길 18	전라북도 고창군 성내면 양계리 464	성내청소년문화의집	063-560-2338	35.538574	126.74231	2016-10-26
계양구청	1층민원여권과 부동산관리과 민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 계산새로 88		인천광역시 계양구청	032-450-6781	37.537367	126.737744	2016-06-07
효성1동	민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 봉오대로569번길 22		인천광역시 계양구청	032-450-6781	37.532479	126.712108	2016-06-07
계산1동	민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 어사대로 4		인천광역시 계양구청	032-450-6781	37.542922	126.724412	2016-06-07
완도읍사무소	본청 및 민원실	전라남도	완도군	관공서	LGU	Public Wify Free	15-Jan	전라남도 완도군 완도읍 개포로62번길 9		전라남도 완도군청	061-550-5200	34.31675	126.7455	2016-09-05
보건의료원	전체 공간	전라남도	완도군	관공서	LGU	Public Wify Free	15-Jan	전라남도 완도군 완도읍 농공단지길 34		전라남도 완도군청	061-550-5200	34.336213	126.73067	2016-09-05
완도여객터미널	여객선 내부 전체	전라남도	완도군	교통시설	LGU	Public Wify Free	15-Jan	전라남도 완도군 완도읍 장보고대로 351		전라남도 완도군청	061-550-5200	34.316281	126.761258	2016-09-05
완도군립도서관	도서관 전체	전라남도	완도군	관공서	LGU	Public Wify Free	15-Jan	전라남도 완도군 완도읍 주도길 3-1		전라남도 완도군청	061-550-5200	34.312814	126.754925	2016-09-05
계산2동	민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 주부토로 559		인천광역시 계양구청	032-450-6781	37.544172	126.728022	2016-06-07
계산3동	민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 계산로154번길 4		인천광역시 계양구청	032-450-6781	37.536701	126.729022	2016-06-07
작전1동	민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 봉오대로 727		인천광역시 계양구청	032-450-6781	37.530757	126.729689	2016-06-07
작전2동	민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 봉오대로677번길 23		인천광역시 계양구청	032-450-6781	37.532896	126.723884	2016-06-07
작전서운동	민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 효서로 361		인천광역시 계양구청	032-450-6781	37.528035	126.736439	2016-06-07
계양2동	민원실	인천광역시	계양구	관공서	LGU	Public Free		인천광역시 계양구 장제로 853		인천광역시 계양구청	032-450-6781	37.525063	126.709802	2016-06-07
노틀담복지관	각층	인천광역시	계양구	서민·복지시설	LGU	Public Free		인천광역시 계양구 계양산로 35번길 12-37		인천광역시 계양구청	032-450-6781	37.545865	126.71664	2016-06-07
노틀담보호작업장	각층	인천광역시	계양구	서민·복지시설	LGU	Public Free		인천광역시 계양구 계양산로 35번길 12-37		인천광역시 계양구청	032-450-6781	37.545865	126.71664	2016-06-07
해피로드	각층	인천광역시	계양구	서민·복지시설	LGU	Public Free		"인천광역시 계양구 장제로 731, B01호"		인천광역시 계양구청	032-450-6781	37.533158	126.733561	2016-06-07
더불어사는집	각층	인천광역시	계양구	서민·복지시설	LGU	Public Free		인천광역시 계양구 봉오대로 512번길5		인천광역시 계양구청	032-450-6781	37.528967	126.705972	2016-06-07
계양여성회관	각층	인천광역시	계양구	서민·복지시설	LGU	Public Free		인천광역시 계양구 봉오대로628번길 10		인천광역시 계양구청	032-450-6781	37.529221	126.718064	2016-06-07
동양도서관	각층	인천광역시	계양구	서민·복지시설	LGU	Public Free		인천광역시 계양구 동양동 615-2		인천광역시 계양구청	032-450-6781	37.561858	126.757841	2016-06-07
계양등기소	민원실	인천광역시	계양구	기타	LGU	Public Free		인천광역시 계양구 계산동 1077-2		인천광역시 계양구청	032-450-6781	37.536326	126.736199	2016-06-07
화명역	승강장	부산광역시	북구	교통시설	LGU	Public WiFi	Sep-13	부산광역시 북구 금곡대로 311	부산광역시 북구 화명동 1458-9	부산광역시	051-888-4602	35.2363431	129.0138411	2015-09-24
장성중앙시장	중앙시장 내	강원도	태백시	기타	LGU	Public WiFi FREE	Nov-15	강원도 태백시 장성1길 190	강원도 태백시 장성동 170-107	태백시청	033-550-2025	37.09986	129.011175	2016-10-20
철암청소년장학센터	프로그램실 외	강원도	태백시	서민·복지시설	LGU	Public WiFi FREE	Nov-15	강원도 태백시 동태백로 558	강원도 태백시 철암동 341-25	태백시청	033-550-2025	37.121279	129.044054	2016-10-20
태백시청소년수련관	야영장 외	강원도	태백시	서민·복지시설	LGU	Public WiFi FREE	Nov-15	강원도 태백시 천제단길 148	강원도 태백시 소도동 331-3	태백시청	033-550-2025	37.121833	128.951719	2016-10-20
통리장	통리장터	강원도	태백시	기타	LGU	Public WiFi FREE	Nov-15	강원도 태백시 통리1길 39 일원	강원도 태백시 황연동 74-12	태백시청	033-550-2025	37.168676	129.0367	2016-10-20
황지자유시장	자유시장 내	강원도	태백시	기타	LGU	Public WiFi FREE	Nov-15	강원도 태백시 시장안1길 18-1	강원도 태백시 황지동 38-129	태백시청	033-550-2025	37.173451	128.993098	2016-10-20
태백시의회	민원실	강원도	태백시	관공서	LGU	Public WiFi FREE	Nov-15	강원도 태백시 태붐로 21	강원도 태백시 황지동 244-3	태백시청	033-550-2025	37.164333	128.986449	2016-10-20
여성교양학습회관	프로그램실 외	강원도	태백시	관공서	LGU	Public WiFi FREE	Nov-15	강원도 태백시 태백로 1239	강원도 태백시 황지동 123-5	태백시청	033-550-2025	37.148119	128.994345	2016-10-20
태백산국립공원	제1주차장 휴게실	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Nov-15	강원도 태백시 천제단길 168	강원도 태백시 소도동 325	태백시청	033-550-2025	37.120849	128.95119	2016-10-20
고생대자연사박물관	"박물관 내,외부"	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Nov-15	강원도 태백시 태백로 2249	강원도 태백시 동점동 295	태백시청	033-550-2025	37.09508	129.039513	2016-10-20
용연동굴	휴게실	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Nov-15	강원도 태백시 태백로 283-29	강원도 태백시 화전동 산47-69	태백시청	033-550-2025	37.219148	128.941271	2016-10-20
태백고원자연휴양림	외부휴양시설	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Nov-15	강원도 태백시 머리골길 153	강원도 태백시 철암동 산90-1	태백시청	033-550-2025	37.129465	129.068221	2016-10-20
한국청소년안전체험관	휴게공간	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Nov-15	강원도 태백시 평화길 15	강원도 태백시 장성동 40	태백시청	033-550-2025	37.100751	129.023647	2016-10-20
태백문화예술회관	외부공간	강원도	태백시	지역문화시설	LGU	Public_WiFi Free 2.4G	Nov-15	강원도 태백시 고원로 203	강원도 태백시 황지동 49-225	태백시청	033-550-2025	37.172026	128.987953	2016-10-20
검룡소	주차장	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Jul-16	강원도 태백시 창죽동 산1-1	강원도 태백시 창죽동 산1-1	태백시청	033-550-2025	37.231012	128.938483	2016-10-20
수질환경사업소	자연학습장	강원도	태백시	관공서	LGU	Public_WiFi Free 2.4G	Jul-16	강원도 태백시 사군드리길 103-38	강원도 태백시 구문소동 241	태백시청	033-550-2025	37.086959	129.036363	2016-10-20
삼수령	휴게공간	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Jul-16	강원도 태백시 적각동 산61-1번지	강원도 태백시 적각동 산61-1번지	태백시청	033-550-2025	37.221169	128.986805	2016-10-20
연화산유원지	"주차장, 유아숲체험장"	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Jul-16	강원도 태백시 백산동 산53	강원도 태백시 백산동 산53	태백시청	033-550-2025	37.148344	129.011471	2016-10-20
매봉산 바람의 언덕	"풍력발전기 4, 6호기 앞"	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Jul-16	강원도 태백시 창죽동 9-384	강원도 태백시 창죽동 9-384	태백시청	033-550-2025	37.224797	128.965229	2016-10-20
철암탄광역사촌	외부공간	강원도	태백시	관광	LGU	Public_WiFi Free 2.4G	Jul-16	강원도 태백시 동태백로 406	강원도 태백시 철암동 403-59	태백시청	033-550-2025	37.114348	129.037166	2016-10-20
금곡청소년센터	로비	부산광역시	북구	서민복지시설	LGU	Public WiFi	Oct-12	부산광역시 북구 효열로 158(금곡동)	부산광역시 북구 금곡동 100-1	부산광역시	051-888-4602	35.2594941	129.0166681	2015-09-24
한국산업인력공단 부산지부	로비	부산광역시	북구	관공서	LGU	Public WiFi	Oct-12	부산광역시 북구 금곡대로441번길 26(금곡동)	부산광역시 북구 금곡동 1877	부산광역시	051-888-4602	35.2485011	129.0108511	2015-09-24
만덕종합사회복지관	로비	부산광역시	북구	서민복지시설	LGU	Public WiFi	Oct-12	부산광역시 북구 함박봉로140번길 102(만덕동)	부산광역시 북구 만덕2동 949-1	부산광역시	051-888-4602	35.2019111	129.0353841	2015-09-24
강화풍물시장	1층로비	인천광역시	강화군	기타	LGU	publicwififree	15-Dec	인천광역시 강화군 강화읍 중앙로 17-9		인천광역시 강화군청	032-930-3299	37.7422919	126.4921831	2015-10-15
강화군자원봉사센터	사무실내	인천광역시	강화군	서민·복지시설	LGU	publicwififree	15-Dec	인천광역시 강화군 강화읍 강화대로394 별관4층		인천광역시 강화군청	032-930-3299	37.7471724	126.4871795	2015-10-15
고인돌지역아동센터	센터내	인천광역시	강화군	서민·복지시설	LGU	publicwififree	15-Dec	인천광역시 강화군 하점면 강화대로 1089		인천광역시 강화군청	032-930-3299	37.7734345	126.4246731	2015-10-15
열매지역아동센터	센터내	인천광역시	강화군	서민·복지시설	LGU	publicwififree	15-Dec	인천광역시 강화군 강화읍 갑룡길 76-17		인천광역시 강화군청	032-930-3299	37.7439679	126.5013841	2015-10-15
교동면보건지소	1층로비	인천광역시	강화군	관공서	LGU	publicwififree	15-Dec	인천광역시 강화군 교동면 교동동로 485-13		인천광역시 강화군청	032-930-3299	37.7843866	126.2831036	2015-10-15
