설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
미산면 주민자치센터	주민자치센터 중앙	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 미산면 내평봉성길 7	충청남도 보령시 미산면 내평리 355-1	충청남도 보령시	041-930-4000	36.21067	126.676898	2016-08-08
미산면 효나눔복지센터	복지센터 로비	충청남도	보령시	서민·복지시설	KT		Jan-15	충청남도 보령시 미산면 판미로 1471	충청남도 보령시 미산면 풍계리 283-6	충청남도 보령시	041-930-4000	36.2903418	126.675278	2016-08-08
성주면 주민센터	면사무소 주민센터	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 성주면 심원계곡로 6-7	충청남도 보령시 성주면 성주리 191-1	충청남도 보령시	041-930-4000	36.3360941	126.651368	2016-08-08
성주면 보건지소	보건지소 내	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 성주면 심원계곡로 6-15	충청남도 보령시 성주면 성주리 191-4	충청남도 보령시	041-930-4000	36.3355639	126.651237	2016-08-08
오천면사무소	면사무소 로비	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 오천면 충청수영로 826	충청남도 보령시 오천면 소성리 665-2	충청남도 보령시	041-930-4000	36.4383921	126.522412	2016-08-08
오천보건지소	보건지소 내	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 오천면 충청수영로 838	충청남도 보령시 오천면 소성리 691-55	충청남도 보령시	041-930-4000	36.4387325	126.521884	2016-08-08
웅천읍사무소	읍사무소 로비	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 웅천읍 장터중앙길 88	충청남도 보령시 웅천읍 대창리 428-2	충청남도 보령시	041-930-4000	36.2319887	126.601557	2016-08-08
웅천보건지소	보건지소 내	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 웅천읍 충서로 939-4	충청남도 보령시 웅천읍 대창리 883-11	충청남도 보령시	041-930-4000	36.2345179	126.596868	2016-08-08
주교보건지소	보건지소 내	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 주교면 울계큰길 374	충청남도 보령시 주교면 주교리 217-1	충청남도 보령시	041-930-4000	36.3896427	126.569795	2016-08-08
주교면사무소	면사무소 로비	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 주교면 울계큰길 396	충청남도 보령시 주교면 주교리 92-2	충청남도 보령시	041-930-4000	36.3908484	126.569271	2016-08-08
주교면 주민자치센터	주민자치센터 중앙	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 주교면 울계큰길 396	충청남도 보령시 주교면 주교리 92-2	충청남도 보령시	041-930-4000	36.3908484	126.569271	2016-08-08
주산보건지소	보건지소 내	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 주산면 충서로 389-6	충청남도 보령시 주산면 야룡리 181-1	충청남도 보령시	041-930-4000	36.1983589	126.631699	2016-08-08
주포보건지소	보건지소 내	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 주포면 질재로 47-10	충청남도 보령시 주포면 보령리 425-2	충청남도 보령시	041-930-4000	36.4151016	126.587958	2016-08-08
주포면사무소	면사무소 로비	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 주포면 질재로 47-10	충청남도 보령시 주포면 보령리 425-2	충청남도 보령시	041-930-4000	36.4151016	126.587958	2016-08-08
천북보건지소	보건지소 내	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 천북면 홍보로 462	충청남도 보령시 천북면 하만리 130-16	충청남도 보령시	041-930-4000	36.4787472	126.52728	2016-08-08
천북면사무소	면사무소 로비	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 천북면 홍보로 462	충청남도 보령시 천북면 하만리 130-16	충청남도 보령시	041-930-4000	36.4787472	126.52728	2016-08-08
청라보건지소	보건지소 내	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 청라면 원모루길 222-14	충청남도 보령시 청라면 나원리 905	충청남도 보령시	041-930-4000	36.3894076	126.673026	2016-08-08
청라면사무소	면사무소 로비	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 청라면 원모루길 223	충청남도 보령시 청라면 나원리 928-7	충청남도 보령시	041-930-4000	36.3904581	126.673601	2016-08-08
청소보건지소	보건지소 내	충청남도	보령시	관공서	KT		Jan-15	충청남도 보령시 청소면 평촌3길 27	충청남도 보령시 청소면 진죽리 353-11	충청남도 보령시	041-930-4000	36.4472671	126.590398	2016-08-08
대천항수산시장	수산시장 입구 외	충청남도	보령시	기타	KT		Nov-15	충청남도 보령시 대천항로 334	충청남도 보령시 신흑동 2240-6	충청남도 보령시	041-930-4000	36.3264735	126.508832	2016-08-08
무창포 수산물시장	수산물시장 입구 외	충청남도	보령시	기타	KT		Nov-15	충청남도 보령시 열린바다2길 46	충청남도 보령시 웅천읍 관당리 888-57	충청남도 보령시	041-930-4000	36.2485417	126.536795	2016-08-08
시립노인전문병원	병원 로비	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 질재로 373	충청남도 보령시 청라면 장산리 828-2	충청남도 보령시	041-930-4000	36.4061364	126.60929	2016-08-08
종합사회복지관	사회복지관 로비	충청남도	보령시	서민·복지시설	KT		Nov-15	충청남도 보령시 천변북길 121	충청남도 보령시 보령시 대천동 618-9	충청남도 보령시	041-930-4000	36.351249	126.600892	2016-08-08
보령아람지역센터	지역센터 내	충청남도	보령시	서민·복지시설	KT		Nov-15	충청남도 보령시 한내로터리길 92	충청남도 보령시 동대동 1966	충청남도 보령시	041-930-4000	36.3473652	126.611366	2016-08-08
보령종합터미널	터미널 로비	충청남도	보령시	교통시설	KT		Nov-15	충청남도 보령시 터미널길 8	충청남도 보령시 궁촌동 347	충청남도 보령시	041-930-4000	36.3424913	126.589678	2016-08-08
봉성보건진료소	진료소 내	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 미산면 봉성길 131	충청남도 보령시 미산면 봉성리 429-1	충청남도 보령시	041-930-4000	36.2386694	126.693723	2016-08-08
비젼스쿨 지역아동센터	아동센터 내	충청남도	보령시	서민·복지시설	KT		Nov-15	충청남도 보령시 보령남로 40	충청남도 보령시 명천동 443-19	충청남도 보령시	041-930-4000	36.3413973	126.59978	2016-08-08
삼현보건진료소	진료소 내	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 남포면 삼현2길 18-16	충청남도 보령시 남포면 삼현리 426-2	충청남도 보령시	041-930-4000	36.3116301	126.5493	2016-08-08
수곡보건진료소	진료소 내	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 주산면 대창증산로 620	충청남도 보령시 주산면 증산리 96-9	충청남도 보령시	041-930-4000	36.1811297	126.593273	2016-08-08
양기보건진료소	진료소 내	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 남포면 방목길 17	충청남도 보령시 남포면 양기리 622-10	충청남도 보령시	041-930-4000	36.2768422	126.567196	2016-08-08
오천면 원산도출장소	출장소 로비	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 원산도3길 376	충청남도 보령시 오천면 원산도리 629-4	충청남도 보령시	041-930-4000	36.3802397	126.432118	2016-08-08
장은보건진료소	진료소 내	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 천북면 홍보로 751-2	충청남도 보령시 천북면 장은리 347	충청남도 보령시	041-930-4000	36.5028216	126.518976	2016-08-08
장현보건진료소	진료소 내	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 청라면 오서산길 44	충청남도 보령시 청라면 장현리 811-3	충청남도 보령시	041-930-4000	36.4205163	126.662793	2016-08-08
정심요양원	요양원 중앙	충청남도	보령시	서민·복지시설	KT		Nov-15	충청남도 보령시 주교면 보령북로 404	충청남도 보령시 주교면 관창리 402-7	충청남도 보령시	041-930-4000	36.3752004	126.583475	2016-08-08
주산면사무소 민원실	면사무소 로비	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 충서로 389-6	충청남도 보령시 주산면 야룡리 181-2	충청남도 보령시	041-930-4000	36.1983589	126.631699	2016-08-08
황교보건진료소	진료소 내	충청남도	보령시	관공서	KT		Nov-15	충청남도 보령시 웅천읍 독산로 550-8	충청남도 보령시 웅천읍 황교리 580-2	충청남도 보령시	041-930-4000	36.2236603	126.550334	2016-08-08
선촌여객터미널 옆	여객터미널 옆	충청남도	보령시	교통시설	KT		Nov-15	충청남도 보령시 오천면 원산도리 474-8	충청남도 보령시 오천면 원산도리 474-8	충청남도 보령시	041-930-4000	36.3833525	126.43329	2016-08-08
중앙도서관	중앙도서관	충청남도	보령시	서민·복지시설	KT	Public WiFi Free		충청남도 보령시 천변북길 121		충청남도 보령시	041-930-3543	36.3513478	126.600938	2016-08-16
죽정도서관	죽정도서관	충청남도	보령시	서민·복지시설	KT	Boryeong_wifi_free	Jul-16	충청남도 보령시 체육관길 17		충청남도 보령시	041-930-3128	36.357757	126.608565	2016-08-16
동탄3동 주민센터	민원실	경기도	화성시	관공서	KT			경기도 화성시 동탄지성로 151	경기도 화성시 능동 1119	동탄3동 주민센터	031-369-4070	37.20988853	127.0586455	2016-09-20
기배동 주민센터	민원실	경기도	화성시	관공서	KT	ollehwifi	201107	경기도 화성시 기안남로 62	경기도 화성시 기안동 457-21	기배동 주민센터	031-369-4584	37.22429881	126.9846737	2016-09-20
세동보건진료소	민원실	대전광역시	유성구	관공서	KT				대전광역시 유성구 세동 662-3	대전광역시 유성구청	042-611-2183	36.3130241	127.2675181	2016-07-28
로사의집	건물 내	경상남도	함안군	편의시설	KT	Public WiFi Free	Dec-13	경상남도 함안군 산인면 입곡공원길 224-96	경상남도 함안군 산인면 입곡리 1077-8	함안군	055-580-2114	35.2570002	128.4423879	2016-09-13
칠원보건지소	건물 내	경상남도	함안군	편의시설	KT	Public WiFi Free	Dec-13	경상남도 함안군 칠원읍 용산1길 28	경상남도 함안군 칠원읍 구성리 652-9	함안군	055-580-2114	35.3088623	128.517468	2016-09-13
함안군청 차량등록사업소	건물 내	경상남도	함안군	편의시설	KT	Public WiFi Free	Dec-13	경상남도 함안군 가야읍 가야12길 12	경상남도 함안군 가야읍 말산리 58-2	함안군	055-580-2114	35.2775964	128.4112703	2016-09-13
가야시장	시장 내	경상남도	함안군	편의시설	KT	Public WiFi Free	Dec-14	경상남도 함안군 가야읍 가야8길 8	경상남도 함안군 가야읍 말산리 470-1	함안군	055-580-2114	35.2772457	128.4064759	2016-09-13
군북시장	시장 내	경상남도	함안군	편의시설	KT	Public WiFi Free	Dec-14	경상남도 함안군 군북면 중암8길 19-1	경상남도 함안군 군북면 중암리 67-11	함안군	055-580-2114	35.261287	128.3468279	2016-09-13
대산시장	시장 내	경상남도	함안군	편의시설	KT	Public WiFi Free	Dec-14	경상남도 함안군 대산면 대산중앙4길 60	경상남도 함안군 대산면 구혜리 222-3	함안군	055-580-2114	35.3524274	128.428217	2016-09-13
군립칠원도서관	건물 내	경상남도	함안군	편의시설	KT	chilwon lib	May-12	경상남도 함안군 칠원읍 원서로 56	경상남도 함안군 칠원읍 용산리 146	함안군	055-580-3641	35.3049739	128.5154683	2016-09-13
상주 행복재활원	1층거실	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 개운1길 16-7	경상북도 상주시 개운동 29-4	경상북도 상주시청	054-537-7082	36.4019912	128.1503589	2015-09-30
상주 행복재활원	2층거실	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 개운1길 16-7	경상북도 상주시 개운동 29-4	경상북도 상주시청	054-537-7082	36.4019912	128.1503589	2015-09-30
상주 행복재활원	강의실	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 개운1길 16-7	경상북도 상주시 개운동 29-4	경상북도 상주시청	054-537-7082	36.4019912	128.1503589	2015-09-30
상주보육원	2층거실	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 낙동면 영남제일로 1038-9	경상북도 상주시 낙동면 성동리 35	경상북도 상주시청	054-537-7082	36.4117055	128.2234121	2015-09-30
상주보육원	체육관	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 낙동면 영남제일로 1038-9	경상북도 상주시 낙동면 성동리 35	경상북도 상주시청	054-537-7082	36.4117055	128.2234121	2015-09-30
상주 수화통역센터	2층 사무실	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 상서문로 52 (남성동)	경상북도 상주시 남성동 31-6	경상북도 상주시청	054-537-7082	36.4145302	128.1562221	2015-09-30
천봉산요양원	상담실	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 만산8길 70	경상북도 상주시 만산동 17	경상북도 상주시청	054-537-7082	36.444256	128.1496424	2015-09-30
천봉산요양원	2층복도	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 만산8길 70	경상북도 상주시 만산동 17	경상북도 상주시청	054-537-7082	36.444256	128.1496424	2015-09-30
상주 장애인종합복지관	1층 화장실 앞(복도)	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 만산8길 11	경상북도 상주시 만산동 60-2	경상북도 상주시청	054-537-7082	36.4421594	128.1548847	2015-09-30
상주 장애인종합복지관	2층 화장실 앞(복도)	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 만산8길 11	경상북도 상주시 만산동 60-2	경상북도 상주시청	054-537-7082	36.4421594	128.1548847	2015-09-30
상주 장애인종합복지관	3층 화장실 앞(복도)	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 만산8길 11	경상북도 상주시 만산동 60-2	경상북도 상주시청	054-537-7082	36.4421594	128.1548847	2015-09-30
온누리 노인복지센터	1층 교육장	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 경상대로 3075	경상북도 상주시 무양동 1-162	경상북도 상주시청	054-537-7082	36.4213756	128.1502187	2015-09-30
상주 시니어클럽	2층 사무실	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 삼백로 156	경상북도 상주시 서성동 60-11	경상북도 상주시청	054-537-7082	36.4184857	128.1605911	2015-09-30
상주시 중증장애인자립지원센터	1층복도	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 왕산로 42-19	경상북도 상주시 신봉동 164-2	경상북도 상주시청	054-537-7082	36.4071106	128.1622544	2015-09-30
상주시 중증장애인자립지원센터	주간이용실안 복도	경상북도	상주시	서민·복지시설	KT		Dec-13	경상북도 상주시 왕산로 42-19	경상북도 상주시 신봉동 164-2	경상북도 상주시청	054-537-7082	36.4071106	128.1622544	2015-09-30
낙동 보건지소	접수실	경상북도	상주시	관공서	KT		Dec-14	경상북도 상주시 낙동면 상촌4길 80-3	경상북도 상주시 상촌리 586-1	경상북도 상주시청	054-537-7082	36.3748549	128.2491366	2015-09-30
낙동 보건지소	물리치료실	경상북도	상주시	관공서	KT		Dec-14	경상북도 상주시 낙동면 상촌4길 80-3	경상북도 상주시 상촌리 586-1	경상북도 상주시청	054-537-7082	36.3748549	128.2491366	2015-09-30
모동 보건지소	접수실	경상북도	상주시	관공서	KT		Dec-14	경상북도 상주시 모동면 중화로 587	경상북도 상주시 모동면 금천리 5-1	경상북도 상주시청	054-537-7082	36.3170406	127.9610001	2015-09-30
모동 보건지소	한방진료실	경상북도	상주시	관공서	KT		Dec-14	경상북도 상주시 모동면 중화로 587	경상북도 상주시 모동면 금천리 5-1	경상북도 상주시청	054-537-7082	36.3170406	127.9610001	2015-09-30
상주시청	민원실	경상북도	상주시	관공서	KT		Dec-14	경상북도 상주시 상산로 223	경상북도 상주시 남성동 140-3	경상북도 상주시청	054-537-7082	36.4108279	128.1590518	2015-09-30
상주시청	로비	경상북도	상주시	관공서	KT		Dec-14	경상북도 상주시 상산로 223	경상북도 상주시 남성동 140-3	경상북도 상주시청	054-537-7082	36.4108279	128.1590518	2015-09-30
신흥동 주민센터	1층 민원실	경상북도	상주시	관공서	KT		Dec-14	경상북도 상주시상산로 141	경상북도 상주시신봉동 174-6	경상북도 상주시청	054-537-7082	36.403666	128.1599585	2015-09-30
신흥동 주민센터	2층 민원실	경상북도	상주시	관공서	KT		Dec-14	경상북도 상주시상산로 141	경상북도 상주시신봉동 174-6	경상북도 상주시청	054-537-7082	36.403666	128.1599585	2015-09-30
부안군청	민원실	전라북도	부안군	관공서	KT	NESPOT	Aug-16	전라북도 부안군 부안읍 당산로 91	전라북도 부안군 부안읍 동중리 222-1	전라북도 부안군청	063-580-4758	35.7317814	126.7331643	2016-09-30
부안읍사무소	민원실	전라북도	부안군	관공서	KT	public WIFI Free	Aug-16	전라북도 부안군 부안읍 석정로 182	전라북도 부안군 부안읍 동중리 123-2	전라북도 부안군 부안읍사무소	063-580-3503	35.7295433	126.7366617	2016-09-30
동진면사무소	민원실	전라북도	부안군	관공서	KT	public WIFI Free	Aug-16	전라북도 부안군 동진면 동진로 89	전라북도 부안군 동진면 봉황리 354-3	전라북도 부안군 동진면사무소	063-580-3575	35.7495563	126.7388191	2016-09-30
행안면사무소	민원실	전라북도	부안군	관공서	KT	ollehWIFI	Aug-16	전라북도 부안군 행안면 번영로 33	전라북도 부안군 행안면 신기리 33-1	전라북도 부안군 행안면사무소	063-580-3584	35.7261699	126.7239045	2016-09-30
보안면사무소	민원실	전라북도	부안군	관공서	KT	public WIFI Free	Aug-16	전라북도 부안군 보안면 영전길 19-29	전라북도 부안군 보안면 영전리 390-2	전라북도 부안군 보안면사무소	063-580-3623	35.6121272	126.6713013	2016-09-30
변산면사무소	민원실	전라북도	부안군	관공서	KT	byunsan_WIFI	Aug-16	전라북도 부안군 변산면 지서로 77-1	전라북도 부안군 변산면 지서리 382-2	전라북도 부안군 변산면사무소	063-580-3642	35.6635353	126.5284526	2016-09-30
진서면사무소	민원실	전라북도	부안군	관공서	KT	jinseomyeon	Aug-16	전라북도 부안군 진서면 청자로 926	전라북도 부안군 진서면 곰소리 646	전라북도 부안군 진서면사무소	063-580-3663	35.587629	126.6054194	2016-09-30
백산면사무소	민원실	전라북도	부안군	관공서	KT	public WIFI Free	Aug-16	전라북도 부안군 백산면 백산로 335	전라북도 부안군 백산면 덕신리 148-2	전라북도 부안군 백산면사무소	063-580-3682	35.7042848	126.7870935	2016-09-30
하서면사무소	민원실	전라북도	부안군	관공서	KT	ollehWIFI	Aug-16	전라북도 부안군 하서면 하서길 28-5	전라북도 부안군 하서면 언독리 515-1	전라북도 부안군 하서면사무소	063-580-3722	35.7153369	126.6620774	2016-09-30
줄포면사무소	민원실	전라북도	부안군	관공서	KT	Julpo_WIFI	Aug-16	전라북도 부안군 줄포면 줄포4길 8	전라북도 부안군 줄포면 줄포리 640-1	전라북도 부안군 줄포면사무소	063-580-3742	35.5902965	126.6776069	2016-09-30
농업기술센터	민원실	전라북도	부안군	관공서	KT	NongUp	Aug-16	전라북도 부안군 행안면 변산로 16	전라북도 부안군 행안면 역리 234	전라북도 부안군 농업기술센터	063-580-3823	35.7297179	126.7193327	2016-09-30
함주공원	공원 및 스포츠타운	경상남도	함안군	편의시설	KT	HAMAN_MESH	Mar-11	경상남도 함안군 가야읍 함안대로 619-1	경상남도 함안군 가야읍 도항리 249-1	함안군	055-580-2114	35.283282	128.4012381	2016-09-13
SOS아동보호센터	휴게실	대구광역시	수성구	서민·복지시설	KT		Dec-13	대구광역시 수성구 무열로 171(만촌동)	대구광역시 수성구 만촌1동 636-4	대구광역시 수성구청	053-666-2474	35.87346	128.646511	2015-09-23
수성구청 별관	민원실	대구광역시	수성구	관공서	KT		Dec-13	대구광역시 수성구 달구벌대로 2450(범어동)	대구광역시 수성구 범어동 238-3	대구광역시 수성구청	053-666-2474	35.858376	128.630511	2015-09-23
수성구청 본관	민원실	대구광역시	수성구	관공서	KT		Dec-13	대구광역시 수성구 달구벌대로 2450(범어동)	대구광역시 수성구 범어동 238-3	대구광역시 수성구청	053-666-2474	35.858376	128.630511	2015-09-23
성림아동원	휴게실	대구광역시	수성구	서민·복지시설	KT		Dec-13	대구광역시 수성구 성동로 74-16(사월동)	대구광역시 수성구 사월동 9	대구광역시 수성구청	053-666-2474	35.842884	128.724548	2015-09-23
인제요양원	휴게실	대구광역시	수성구	서민·복지시설	KT		Dec-13	대구광역시 수성구 신천동로84길 21(수성동4가)	대구광역시 수성구 수성동4가 1225-2	대구광역시 수성구청	053-666-2474	35.86154	128.611204	2015-09-23
애망요양원	휴게실	대구광역시	수성구	서민·복지시설	KT		Dec-13	대구광역시 수성구 파동로51길 56(파동)	대구광역시 수성구 파동 18	대구광역시 수성구청	053-666-2474	35.816619	128.614577	2015-09-23
문화체육시설사업소	민원실	전라북도	부안군	지역문화시설	KT	public WIFI Free	Aug-16	전라북도 부안군 예술회관길 11	전라북도 부안군 부안읍 서외리 455-41	전라북도 부안군 문화체육시설사업소	063-580-3924	35.7242295	126.7261627	2016-09-30
부안군민체육센터	민원실	전라북도	부안군	지역문화시설	KT	ollehWIFI	Aug-16	전라북도 부안군 부안읍 석정로 165	전라북도 부안군 부안읍 동중리 99-8	전라북도 부안군 부안군민체육센터	063-580-4758	35.7309128	126.7372204	2016-09-30
스포츠파크(실내체육관)	민원실	전라북도	부안군	지역문화시설	KT	Sport_Park	Aug-16	전라북도 부안군 행안면 체육공원길 31	전라북도 부안군 행안면 진동리 933	전라북도 부안군 스포츠파크(실내체육관)	063-580-4758	35.7005537	126.7237769	2016-09-30
부안누에타운	민원실	전라북도	부안군	관광	KT	Nve_AP10	Aug-16	전라북도 부안군 변산면 참뽕로 434-20	전라북도 부안군 주산면 돈계리 255-1	전라북도 부안군 부안누에타운	063-580-4334	35.683081	126.7054312	2016-09-30
부안청자박물관	민원실	전라북도	부안군	관광	KT	ChungJa_AP	Aug-16	전라북도 부안군 보안면 청자로 1493	전라북도 부안군 보안면 유천리 798-4	전라북도 부안군 부안청자박물관	063-580-3955	35.6116388	126.6518846	2016-09-30
무형문화재종합전수관	민원실	전라북도	부안군	지역문화시설	KT	munhwajae	Aug-16	전라북도 부안군 보안면 반계로 11	전라북도 부안군 보안면 우동리 776-15	전라북도 부안군 무형문화재종합전수관	063-580-4758	35.6124349	126.6305763	2016-09-30
부안군립도서관	민원실	전라북도	부안군	교육시설	KT	Buan 2-1	Aug-16	전라북도 부안군 부안읍 매창로 125	전라북도 부안군 부안읍 봉덕리 643-3	전라북도 부안군 부안군립도서관	063-580-3947	35.7192705	126.732465	2016-09-30
조포보건진료소	민원실	전라북도	부안군	관공서	KT	NESPOT	Aug-16	전라북도 부안군 계화면 새포로 747	전라북도 부안군 계화면 양산리 1908-1	전라북도 부안군 조포보건진료소	063-582-1920	35.7790154	126.7156413	2016-09-30
대수보건진료소	민원실	전라북도	부안군	관공서	KT	kyeokpo Health_ wifi	Aug-16	전라북도 부안군 백산면 대소수안길 11	전라북도 부안군 백산면 대수리 498-1	전라북도 부안군 대수보건진료소	063-580-2096	35.6859327	126.8150011	2016-09-30
고산1동주민센터	민원실	대구광역시	수성구	관공서	KT		Dec-14	대구광역시 수성구 달구벌대로 3260-2(신매동)	대구광역시 수성구 신매동 193-1	대구광역시 수성구청	053-666-2474	35.837132	128.712423	2015-09-23
고산3동주민센터	민원실	대구광역시	수성구	관공서	KT		Dec-14	대구광역시 수성구 고산로 152(매호동)	대구광역시 수성구 매호동 1325-6	대구광역시 수성구청	053-666-2474	35.844048	128.706613	2015-09-23
성세병원	접수실	대전광역시	유성구	기타	KT				대전광역시 유성구 봉명동 629-5	대전광역시 유성구청	042-611-2183	36.3577031	127.3452621	2016-07-28
영양군자연생태공원관리사업소	펜션	경상북도	영양군	기타	KT			경상북도 영양군 수비면 반딧불이로 227		경상북도 영양군청	054-680-5312	36.8383947	129.2694269	2015-07-29
강진군 노인복지관	강진군 노인복지관	전라남도	강진군	복지시설	KT	Public WiFi Free	2014	전라남도 강진군 강진읍 향교로 115	전라남도 강진군 강진읍 향교로 115	전라남도 강진군	061-430-3300	34.6488964	126.7551315	2016-09-29
평생학습센터 분관	민원실	대전광역시	유성구	관공서	KT				대전광역시 유성구 문지동 258-1	대전광역시 유성구청	042-611-2183	36.3952611	127.4052391	2016-07-28
유성시장_KT	시장 내	대전광역시	유성구	기타	KT				대전광역시 유성구 장대동 191-7	대전광역시 유성구청	042-611-2183	36.3577191	127.3339441	2016-07-28
천양원	천양원 1층	대전광역시	유성구	서민·복지시설	KT				대전광역시 유성구 장대동 233-3	대전광역시 유성구청	042-611-2183	36.3600351	127.3236171	2016-07-28
1318HappyZone그루터기	건물1층	대전광역시	유성구	서민·복지시설	KT				대전광역시 유성구 구암동 590-5	대전광역시 유성구청	042-611-2183	36.3540281	127.3320861	2016-07-28
금성지역아동센터	센터 내 1층	대전광역시	유성구	서민·복지시설	KT				대전광역시 유성구 신성동 253-22	대전광역시 유성구청	042-611-2183	36.3869161	127.3484941	2016-07-28
노은지역아동센터	센터 내 1층	대전광역시	유성구	서민·복지시설	KT				대전광역시 유성구 노은동 499-7	대전광역시 유성구청	042-611-2183	36.3674621	127.3124991	2016-07-28
새중앙지역아동센터	센터 내 1층	대전광역시	유성구	서민·복지시설	KT				대전광역시 유성구 장대동 171-4	대전광역시 유성구청	042-611-2183	36.3606761	127.3307341	2016-07-28
샬롬지역아동센터	센터 내 1층	대전광역시	유성구	서민·복지시설	KT				대전광역시 유성구 지족동 849-4	대전광역시 유성구청	042-611-2183	36.3804211	127.3163991	2016-07-28
